"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FAAH",2.26593745175966e-209,-0.912539850979287,0.029,0.139,5.91115103040541e-205
"CYCS",3.60484414277804e-209,0.258209587021028,0.218,0.465,9.40395691526507e-205
"FMN2",6.04874080171843e-209,-0.493319018829935,0.117,0.283,1.57793501294429e-204
"PRKN",7.08838332756972e-209,-1.06638551919951,0.057,0.188,1.84914655866311e-204
"PDZRN3",8.02582939452836e-209,-1.47264089097909,0.027,0.134,2.09369811415061e-204
"ICA1L",9.1539794445184e-209,-0.354798820882978,0.106,0.267,2.38799861769151e-204
"CAMK1D",1.75180528135307e-208,-0.486850703643446,0.097,0.253,4.56993443746575e-204
"ARMCX1",5.19043146796916e-208,0.299456121233512,0.12,0.301,1.35402785704911e-203
"RCAN3",8.27347151008051e-208,0.322809739926611,0.156,0.359,2.1583005128347e-203
"AP3M2",8.88128302039247e-208,-0.30450362555973,0.055,0.186,2.31686030152978e-203
"CSMD1",1.40738387899541e-207,-0.276888158365985,0.114,0.287,3.67144232513533e-203
"NME3",1.80195591089142e-207,-0.73884973265615,0.022,0.125,4.70076238474244e-203
"NAP1L1",2.5317705581465e-207,0.286455629059682,0.255,0.515,6.60462985503679e-203
"AKIRIN2",6.43459195938851e-207,0.297831841325654,0.159,0.36,1.67859200444568e-202
"RAB14",6.83828582429762e-207,0.297088230707914,0.228,0.476,1.78390362298452e-202
"RNPS1",7.15497669130385e-207,0.270181123940207,0.211,0.443,1.86651876946044e-202
"LONRF2",7.54830261749485e-207,0.321903593116606,0.175,0.384,1.96912570382588e-202
"RAB11A",8.23995651866181e-207,0.346492642811299,0.233,0.483,2.1495574570233e-202
"ZNF84",1.13942939447273e-206,-0.396120132124056,0.095,0.246,2.97242946136101e-202
"ADCY2",1.46053714808181e-206,-1.5303302063168,0.027,0.133,3.81010325820101e-202
"NPAS4",1.74927894532951e-206,4.93667700833781,0.108,0.01,4.56334398468109e-202
"REC8",2.15909857403964e-206,-0.962627111058854,0.024,0.127,5.6324404500972e-202
"H2AFV",2.30506455824669e-206,0.338921987390351,0.169,0.379,6.01322191309813e-202
"STXBP5-AS1",2.93636216478578e-206,-0.802709985582982,0.072,0.212,7.66008797927666e-202
"FOXN3",3.06396989483182e-206,-0.664307886574395,0.083,0.229,7.99297826464776e-202
"DCAKD",3.71300524977618e-206,-0.443515837207872,0.07,0.209,9.68611679509112e-202
"CLPP",3.99577731950362e-206,0.388639973286331,0.126,0.312,1.04237842933891e-201
"ZFYVE16",6.74149807355292e-206,-0.461620422678832,0.117,0.279,1.75865460244775e-201
"KIF3C",7.10433385247911e-206,0.344997328356906,0.2,0.427,1.85330757209623e-201
"C1orf50",8.4422926535051e-206,-0.252214878152978,0.053,0.182,2.20234088451987e-201
"CENPT",1.2873507481826e-205,-0.587836319296547,0.044,0.163,3.35831189678395e-201
"PRELID1",1.88707278275764e-205,0.371276697260696,0.13,0.319,4.92280676837984e-201
"TMSB15B-AS1",2.29961897164058e-205,-0.919604957401197,0.06,0.189,5.99901601131877e-201
"PRMT6",2.37632221052624e-205,-0.702306120177774,0.023,0.126,6.19911175059981e-201
"EIF5",2.88083683098022e-205,0.254926347066113,0.245,0.504,7.5152390409781e-201
"UBE2L3",3.26025563677378e-205,0.302419283066335,0.135,0.318,8.50502887965176e-201
"VSTM2A",3.60099664075526e-205,-0.373437044909307,0.047,0.172,9.39391993673824e-201
"SNRPD2",4.03741131719626e-205,0.31268589719506,0.211,0.464,1.05323949031699e-200
"DUSP6",6.28084015389056e-205,-0.403998484545266,0.034,0.149,1.63848277094543e-200
"NR6A1",1.0233852146177e-204,-0.72132528570639,0.078,0.219,2.6697050093732e-200
"KNOP1",1.03745266868435e-204,-0.360117534869594,0.052,0.18,2.70640277679687e-200
"STOML2",1.17549320284656e-204,0.337149761732826,0.091,0.252,3.06650911826582e-200
"BEX5",1.38049612774308e-204,0.301691488469542,0.135,0.327,3.60130024844337e-200
"UBXN2A",1.55478512830606e-204,-0.42954560861288,0.079,0.221,4.05596796421202e-200
"VPS9D1",1.64602804897949e-204,-0.999051058138764,0.045,0.164,4.2939933713728e-200
"CRIP2",1.74036864867736e-204,0.287041530372363,0.215,0.46,4.54009969380463e-200
"HRAS",4.35308907381194e-204,0.377850029278685,0.132,0.322,1.13559034668532e-199
"TRAPPC12",6.04060665063656e-204,-0.459247780024256,0.084,0.229,1.57581305695156e-199
"SMARCD3",7.32079561894941e-204,0.354930754977343,0.169,0.377,1.90977595311533e-199
"RWDD1",8.2565488612311e-204,0.386178960256259,0.135,0.322,2.15388590142936e-199
"RBM23",1.64200738240789e-203,-0.294432163858514,0.05,0.176,4.28350465848747e-199
"PIBF1",1.86130176346903e-203,-0.381109114957084,0.119,0.284,4.85557791036165e-199
"SSU72",3.89031667867439e-203,0.39447558717073,0.169,0.377,1.01486691196579e-198
"SYNC",4.71830907236897e-203,-0.590824714348361,0.034,0.145,1.23086528770889e-198
"HK1",7.51676838392662e-203,0.258089324777066,0.218,0.449,1.96089936831494e-198
"MAP9",9.8046858638013e-203,0.262531608948054,0.131,0.309,2.55774840128985e-198
"ZNF346",1.99527076327351e-202,-0.664521987341295,0.059,0.188,5.2050628401516e-198
"VWA5A",2.91805139297779e-202,-0.434593193454941,0.081,0.224,7.61232066886116e-198
"HEXD",2.96544133079238e-202,-1.0552659685851,0.03,0.137,7.73594679963807e-198
"SELENOK",5.42258245717494e-202,0.381061170750536,0.125,0.306,1.41458908560323e-197
"TMBIM6",5.69065969310872e-202,0.327638632884023,0.268,0.548,1.48452239414127e-197
"BRWD3",5.74419383283669e-202,-0.434547699833725,0.077,0.218,1.49848784517211e-197
"RIC8B",8.24246190576364e-202,-0.502054104841446,0.105,0.26,2.15021103735656e-197
"DISC1FP1",1.32569751145597e-201,-2.32330909345325,0.018,0.112,3.45834709813518e-197
"KBTBD7",1.55496070274871e-201,-0.279273778507285,0.034,0.146,4.05642598526056e-197
"PCED1A",1.86524966204945e-201,-0.686148006989966,0.036,0.148,4.86587679338841e-197
"SF3B4",2.09761700596894e-201,0.2962484043804,0.101,0.267,5.47205348347118e-197
"SMC1A",2.54803086926485e-201,-0.257834074722947,0.068,0.204,6.64704812865122e-197
"LRWD1",2.57568609457043e-201,-0.349616541493741,0.031,0.141,6.71919231490589e-197
"NIT1",4.26012941713212e-201,-0.253305615194982,0.04,0.157,1.11133996104726e-196
"POLR2E",6.03318393476445e-201,0.356955028684876,0.139,0.33,1.573876693062e-196
"CCNL2",8.64445619022824e-201,-0.406965036643998,0.117,0.277,2.25507928634484e-196
"RABEP1",9.08141668125216e-201,0.264653751702463,0.2,0.417,2.36906916963825e-196
"ABCC5",1.3432764015645e-200,-0.551402328360384,0.087,0.231,3.5042051487613e-196
"KPNB1",2.5939523083653e-200,0.295438026355417,0.165,0.362,6.76684338683257e-196
"EIF2S3",2.92974593788386e-200,0.265165785561997,0.207,0.429,7.64282822815762e-196
"WSB2",3.09588939749793e-200,0.362049567610815,0.181,0.399,8.07624667125285e-196
"SRSF3",3.59179385516738e-200,0.31870747002821,0.155,0.353,9.36991262997515e-196
"EPHA7",4.243300444145e-200,-1.1607863137297,0.031,0.139,1.10694978686411e-195
"ZFR",4.62204414732198e-200,0.37391403618506,0.234,0.477,1.20575265671188e-195
"DDX39B",7.18065027716484e-200,0.255648912492339,0.269,0.535,1.87321623780399e-195
"SPRY4-AS1",9.22539778725155e-200,-0.550124675066283,0.102,0.258,2.40662952076031e-195
"PPP3CB",1.51679534665754e-199,0.288471284299867,0.193,0.408,3.95686402082554e-195
"IMMP2L",1.88511499511787e-199,-0.592540889128472,0.073,0.213,4.91769948776399e-195
"SAMD14",1.97011193801944e-199,-0.341310523872352,0.053,0.178,5.13943101271132e-195
"NUP93",2.0996937086017e-199,-0.277637974756002,0.082,0.225,5.47747097762925e-195
"BRD8",2.79318748777496e-199,-0.461426979412839,0.072,0.208,7.28658819935855e-195
"AC079089.1",3.97573767152293e-199,-0.911721086312441,0.023,0.122,1.03715068637019e-194
"FHL1",4.50255241416641e-199,0.310273335266274,0.225,0.464,1.17458084828359e-194
"ARPP21",4.99890000494535e-199,-0.825491362520758,0.048,0.169,1.30406304429009e-194
"TMEM59",5.03545736594788e-199,0.365941958260208,0.203,0.43,1.31359976305482e-194
"SCUBE1",5.74412968830808e-199,-0.260635552118659,0.091,0.239,1.49847111178893e-194
"RPL39",6.07409115532088e-199,-0.272986443495417,0.39,0.705,1.58454815968856e-194
"SMIM8",7.59900783402481e-199,-0.490800818226119,0.054,0.18,1.98235317366205e-194
"FAM133B",7.81621626549485e-199,-0.388231950568447,0.082,0.222,2.03901633717964e-194
"PPP1R21",8.20298999193759e-199,-0.286071498375242,0.107,0.263,2.13991399919676e-194
"HSD17B4",1.36988565008095e-198,-0.357127174172328,0.058,0.187,3.57362069536616e-194
"PSMD7",1.37407900185201e-198,0.32112889942141,0.149,0.342,3.58455989213135e-194
"MTMR7",1.47684168860141e-198,-0.412981532509628,0.124,0.288,3.8526369130545e-194
"DYNC1LI2",2.14831978374171e-198,0.300548403659898,0.239,0.484,5.604321819847e-194
"MESD",2.92435195441572e-198,-0.311861027667049,0.039,0.155,7.62875694348428e-194
"CPLANE1",3.46720319654196e-198,-0.284351757974784,0.112,0.271,9.04489297881901e-194
"TRIM28",3.49296803699583e-198,0.337236583433112,0.15,0.343,9.11210571811103e-194
"FBXL7",3.81803230555816e-198,-1.31458126447236,0.037,0.148,9.96010087550957e-194
"SYCE1L",6.93425042459656e-198,-1.16560829109605,0.013,0.102,1.8089379082645e-193
"SIK2",1.14949144846988e-197,-0.357647024980349,0.124,0.29,2.99867834162337e-193
"PSMA5",2.15296007371129e-197,0.306438337101447,0.094,0.251,5.61642694429063e-193
"TSPAN13",2.89914247555443e-197,0.280356342787672,0.274,0.549,7.56299297597885e-193
"AGK",3.1006741351794e-197,-0.506489996033651,0.065,0.197,8.08872861644249e-193
"LIN28B",3.83287440020878e-197,-0.875079508954584,0.062,0.19,9.99881944782465e-193
"MGST1",7.04118545137137e-197,-1.74366281024351,0.019,0.112,1.83683404869925e-192
"ARHGAP24",9.1223780440886e-197,-1.02062523962009,0.037,0.148,2.37975476036139e-192
"SF3B6",1.47533548707337e-196,0.423501448391842,0.138,0.327,3.84870768512831e-192
"XRN1",1.5019550748919e-196,-0.383930930939856,0.112,0.269,3.91815020387051e-192
"AGPAT1",2.44426972464719e-196,0.388999831262161,0.122,0.3,6.37636643068713e-192
"FUT9",3.03824276866906e-196,-0.468114180135717,0.079,0.22,7.92586391062698e-192
"ARF4",4.47502905687022e-196,0.326796081107033,0.245,0.497,1.16740083006573e-191
"GSK3A",4.89609717246156e-196,0.341787488505115,0.13,0.311,1.27724486938005e-191
"AC021504.1",5.07795661387492e-196,-0.712036318976839,0.071,0.207,1.32468654186155e-191
"ANP32B",5.36074389268385e-196,0.284986659574545,0.105,0.267,1.39845725928444e-191
"CTDNEP1",6.65881095890772e-196,0.367562561074418,0.198,0.427,1.73708401485026e-191
"NOS1AP",7.19617477918893e-196,-0.844054268076658,0.067,0.198,1.87726611464702e-191
"CHSY3",1.00425891320153e-195,-1.72048256781655,0.025,0.124,2.61981022686883e-191
"TRNP1",1.16108365923554e-195,-0.406935815291523,0.035,0.147,3.02891894184775e-191
"TRAFD1",1.40136804831847e-195,-0.499687140757001,0.041,0.155,3.65574882764839e-191
"SUSD4",2.44010568149643e-195,-0.480456355011012,0.06,0.188,6.36550369131975e-191
"RHNO1",2.48739363396623e-195,-0.297329253623046,0.027,0.131,6.48886377292772e-191
"CMPK1",2.59153199960385e-195,0.350660829331133,0.165,0.364,6.76052952736655e-191
"KLHL2",2.62017386106139e-195,-0.412428718054863,0.075,0.213,6.83524755135085e-191
"SERBP1",2.75397731282416e-195,0.361156021117002,0.25,0.512,7.1843006159644e-191
"MRPL51",5.37783752360527e-195,0.421129711308789,0.108,0.277,1.40291647478291e-190
"WLS",5.98249829891589e-195,-0.619117194801556,0.065,0.198,1.56065433123819e-190
"BCL9",1.78893819500973e-194,-0.290846523424837,0.09,0.237,4.66680306932187e-190
"PSMG4",2.06689027455092e-194,-0.289253309788561,0.071,0.206,5.39189665922099e-190
"MRPL34",2.07309991605239e-194,0.294771459848278,0.09,0.245,5.40809575100587e-190
"PACRG",2.2655067445148e-194,-0.648356196929466,0.066,0.199,5.91002744441575e-190
"DLGAP2",3.65400121882671e-194,-0.271517209979207,0.125,0.295,9.53219297955324e-190
"OCRL",3.66378438383525e-194,0.265255728047357,0.144,0.327,9.55771432211102e-190
"SLC2A6",5.49623669101622e-194,-0.912747048641575,0.026,0.126,1.4338032655854e-189
"ASF1A",5.77733010522664e-194,-0.388148391746736,0.033,0.143,1.50713210455047e-189
"SLC24A3",6.22045564680627e-194,-0.484893361284426,0.109,0.264,1.62273026458235e-189
"RAD50",7.22172378145764e-194,-0.263523232276353,0.074,0.21,1.88393108286885e-189
"TAF10",8.98214879218633e-194,0.462229784292454,0.138,0.325,2.34317315541765e-189
"RAB1A",1.17580338072467e-193,0.251094523386477,0.28,0.552,3.06731827929645e-189
"SH3GLB1",2.17227570522264e-193,0.33074785176165,0.222,0.452,5.6668156322143e-189
"LAPTM4B",2.62861863247677e-193,0.407897069867322,0.149,0.341,6.85727742654214e-189
"PTPRE",3.00948574522177e-193,-0.317072580377067,0.106,0.26,7.85084546356003e-189
"FGD5-AS1",3.7457282936762e-193,0.266102959988174,0.117,0.287,9.7714813997131e-189
"SLC25A11",4.99360725050329e-193,0.328384045541919,0.075,0.219,1.30268232343879e-188
"HCFC1R1",9.81732161729856e-193,0.433637583140318,0.167,0.376,2.56104469030468e-188
"FAM241B",1.12654583954702e-192,0.315888638679798,0.125,0.298,2.93882013162632e-188
"SBK1",1.18957717489622e-192,0.331684942017392,0.256,0.518,3.10324997615178e-188
"STRADB",1.20038694585161e-192,-0.552742068174518,0.046,0.163,3.13144942564311e-188
"SMAP1",1.33892586956571e-192,0.346755999264537,0.246,0.496,3.49285591593608e-188
"KLHDC9",2.35823084802117e-192,-0.253621581915647,0.024,0.124,6.15191681323282e-188
"AC090945.1",3.30394732391121e-192,-1.44478076569908,0.037,0.145,8.61900738388718e-188
"PINK1",8.0372022241969e-192,0.301302767748911,0.119,0.288,2.09666494422625e-187
"CCDC124",9.23217848810309e-192,0.419403914573541,0.123,0.301,2.40839840219145e-187
"BASP1",1.07741171197671e-191,-0.275443095635155,0.709,0.953,2.81064393303363e-187
"SUN2",2.90847527356142e-191,-0.666460781395978,0.048,0.165,7.58733944613969e-187
"KIAA0232",3.29890748610859e-191,0.261599629288778,0.225,0.458,8.60585995901149e-187
"BCAS3",5.26212859918236e-191,-0.766046153746369,0.077,0.213,1.3727314876687e-186
"APP",1.65026013877455e-190,-0.310627078876183,0.557,0.905,4.30503362402117e-186
"IGSF1",1.98445339738099e-190,-0.375463974693252,0.101,0.253,5.17684357774779e-186
"LAMTOR1",3.37339597067359e-190,0.40865763980133,0.102,0.263,8.80017806869619e-186
"CSTB",6.01035549452638e-190,0.433238131633198,0.152,0.345,1.5679214378571e-185
"STS",6.35627191730924e-190,-0.706575393645704,0.057,0.182,1.65816065506846e-185
"DNAJB6",7.67857685775375e-190,0.30538914273,0.255,0.515,2.00311034488222e-185
"RALGAPA2",8.24338244541705e-190,-0.364495420107474,0.121,0.282,2.15045117853595e-185
"TBC1D7",1.19724657812742e-189,-0.403175304219415,0.044,0.158,3.12325714836101e-185
"CCDC107",1.60050776448471e-189,0.299990115153901,0.084,0.232,4.17524460521127e-185
"MMP16",2.79286059913377e-189,-0.29754214279274,0.105,0.258,7.28573544496028e-185
"RDX",3.30467745727277e-189,0.262880915255314,0.148,0.329,8.62091208278748e-185
"TOX3",3.55266137721604e-189,-0.736884707686361,0.04,0.151,9.26782773474349e-185
"EMC7",5.61156681988833e-189,0.426190246533875,0.117,0.285,1.46388943630427e-184
"COA5",6.26374471958022e-189,-0.318050847854346,0.046,0.162,1.63402308499689e-184
"CEP112",7.33365016342973e-189,-0.820286900301528,0.07,0.202,1.91312931813391e-184
"RPL13",7.95221618986833e-189,0.845363486876574,0.726,0.798,2.07449463745095e-184
"PHB",8.46471386771883e-189,0.406605013644679,0.095,0.25,2.20818990667181e-184
"MRPL55",9.3979538927685e-189,0.363097225005044,0.073,0.214,2.45164423200652e-184
"MCRIP1",1.29721187388392e-188,0.450688424838807,0.174,0.385,3.38403661540097e-184
"OLFM1",1.72993237606288e-188,0.367101281198703,0.166,0.366,4.51287458943523e-184
"UBE2B",2.84589056030621e-188,0.28050628574358,0.166,0.357,7.42407470467082e-184
"SVOP",5.16157265702563e-188,-0.291150069572514,0.113,0.267,1.34649945903827e-183
"METTL15",6.106815711315e-188,-0.420157262914815,0.094,0.241,1.59308501461074e-183
"HIBCH",6.50264226947024e-188,-0.524472319006899,0.087,0.226,1.6963442888367e-183
"SSR4",8.46666283778323e-188,0.429019669442198,0.207,0.445,2.20869833449251e-183
"SLC2A13",8.9414505303582e-188,-0.435792211111488,0.107,0.259,2.33255619985454e-183
"WDR82",9.8645025394906e-188,0.378531061123172,0.172,0.373,2.57335277747691e-183
"C12orf10",1.58796175064888e-187,0.267542950860474,0.078,0.222,4.14251581891773e-183
"PRR16",1.72209439232093e-187,-1.41609125870894,0.032,0.136,4.49242764124761e-183
"RAB5IF",1.72858018064714e-187,0.47018555759584,0.103,0.264,4.50934711725419e-183
"RELL2",1.88894104488129e-187,-0.476841051166571,0.047,0.163,4.92768050378183e-183
"IFIT5",2.51880315340932e-187,-0.318191472044039,0.034,0.141,6.57080178629889e-183
"SMIM29",3.35253234254276e-187,0.44034450319094,0.097,0.256,8.7457511219913e-183
"NBEAL1",3.38743626814351e-187,-0.308816673342853,0.096,0.243,8.83680499270598e-183
"C15orf41",4.62174279910415e-187,-0.685827179080526,0.059,0.182,1.2056740440023e-182
"PARP6",5.82179863973087e-187,0.376134275410189,0.176,0.375,1.51873261114659e-182
"GLRX5",5.89555570573821e-187,0.422535327254645,0.113,0.278,1.53797361695593e-182
"PKD2",7.29374855114456e-187,-0.582977077782132,0.087,0.225,1.90272018453708e-182
"EIF6",8.44913782836623e-187,0.444994521430223,0.094,0.249,2.2041265852859e-182
"PPIG",1.6407419962848e-186,0.401666765967392,0.171,0.366,4.28020364570817e-182
"SMAD2",1.75315821041038e-186,0.258441626849447,0.175,0.371,4.57346382349755e-182
"FOXA1",1.86981861900305e-186,-0.2684001135464,0.042,0.157,4.87779583139325e-182
"RB1CC1",6.4439863533277e-186,0.318035890040903,0.192,0.398,1.6810427199926e-181
"SSRP1",7.61511802414017e-186,0.404083442506118,0.121,0.291,1.98655583895745e-181
"AKAP11",7.95631433092389e-186,0.293616900642209,0.181,0.38,2.07556371950812e-181
"COX7A2L",8.06486894366758e-186,0.338635005561757,0.236,0.48,2.10388236133456e-181
"CSMD3",1.01155327326011e-185,-0.413839228065593,0.111,0.266,2.63883902395364e-181
"BSG",1.12680646027865e-185,0.321971062387867,0.244,0.495,2.93950001292892e-181
"PPP6R2",1.39844246486471e-185,-0.630002663916129,0.085,0.22,3.64811685809258e-181
"UNC50",1.59548284573548e-185,-0.28625917991225,0.05,0.169,4.16213609967015e-181
"TBC1D32",2.52158103792044e-185,-1.00928295438591,0.054,0.172,6.57804845362306e-181
"CAPZB",2.83862966755144e-185,0.302991696696891,0.257,0.508,7.40513321374145e-181
"POLR2G",2.84577269124562e-185,0.404925410767509,0.073,0.212,7.42376721965245e-181
"COTL1",6.60636909399393e-185,0.370587893011465,0.189,0.404,1.7234035055502e-180
"EPHA5-AS1",6.97997280654903e-185,-0.858447173655203,0.039,0.147,1.82086550604444e-180
"GINM1",1.13073330764708e-184,-0.252701170073446,0.073,0.205,2.94974397965893e-180
"COPRS",1.2367653547583e-184,0.329285291733841,0.087,0.235,3.22634978095798e-180
"CD151",1.24517575315566e-184,-0.508101496189397,0.04,0.15,3.24828998725718e-180
"KDM4A",1.28927724232162e-184,-0.36152096709195,0.062,0.186,3.3633375420444e-180
"VTA1",1.46106179774014e-184,0.310681553497683,0.134,0.306,3.81147191176469e-180
"MAF1",1.63282928589365e-184,-0.339254001784397,0.04,0.15,4.25956175811077e-180
"ABCB1",4.27048263320992e-184,-0.592066280009477,0.039,0.147,1.11404080452547e-179
"CNOT7",4.49416570342392e-184,0.316509404277863,0.119,0.284,1.1723930070522e-179
"AURKAIP1",1.36957541750051e-183,0.490918952095116,0.176,0.388,3.57281139163358e-179
"ZNF827",1.39284075183498e-183,-0.48259028815066,0.081,0.217,3.63350366931192e-179
"STK25",1.90605384073908e-183,0.311715479900871,0.101,0.255,4.97232265433603e-179
"CDK5R1",4.44155270414136e-183,0.354103603059948,0.136,0.314,1.15866785392936e-178
"GTF2F2",4.60218513836554e-183,-0.280500101389283,0.077,0.211,1.20057203704542e-178
"ABAT",5.4156901976083e-183,-0.34632219975687,0.053,0.172,1.41279110185008e-178
"HS2ST1",6.81350927771168e-183,-0.331757831894553,0.099,0.245,1.77744016527665e-178
"RBFA",7.40926041550024e-183,-0.825431319722086,0.048,0.16,1.93285376459155e-178
"LINC01278",8.05995749532386e-183,-0.402304917630584,0.082,0.217,2.10260111180514e-178
"PITPNA",8.29263204200433e-183,0.294312444190202,0.17,0.363,2.16329892079767e-178
"ZYG11B",9.10178697620606e-183,0.317665307330136,0.15,0.331,2.37438316848287e-178
"L1CAM",9.1768206992509e-183,0.289583773435575,0.279,0.545,2.39395721581358e-178
"ARPC4",1.80026068755057e-182,0.275232197200498,0.098,0.248,4.69634005561318e-178
"PTPN9",2.65488702474218e-182,-0.366516441390249,0.081,0.216,6.92580378144493e-178
"UCHL1",3.41439907124979e-182,-0.2793384315186,0.654,0.915,8.90714285716933e-178
"ICA1",4.05375023365587e-182,-0.471886371394654,0.065,0.19,1.05750182345381e-177
"VPS16",7.84438525709809e-182,-0.472464265056614,0.035,0.14,2.04636478201918e-177
"TSC22D3",1.10405665052475e-181,0.443477314822615,0.128,0.303,2.88015258422391e-177
"NALCN",1.81169926470822e-181,-0.772795909305387,0.061,0.182,4.72617987184433e-177
"WDR34",4.87074264512832e-181,-0.291705925893759,0.029,0.13,1.27063063383463e-176
"SUCLG1",6.0677596559604e-181,0.293790483913247,0.136,0.307,1.58289646145039e-176
"MDGA1",7.10807827653521e-181,-1.43977417041447,0.022,0.114,1.85428437999974e-176
"ZNF708",1.56455106005422e-180,-0.44861005013561,0.087,0.222,4.08144435036345e-176
"UQCRFS1",2.04601203846239e-180,0.419429067521092,0.219,0.454,5.33743160473684e-176
"PKN2",5.26225578784453e-180,-0.357976587051616,0.12,0.272,1.372764667375e-175
"RNF180",5.58719742444479e-180,-0.746571582602605,0.046,0.157,1.45753219211491e-175
"ATP2A2",6.14063266398212e-180,0.332465704232916,0.242,0.482,1.60190684305302e-175
"ZDBF2",7.57420290730356e-180,0.288721122496373,0.206,0.426,1.97588231242828e-175
"ZCCHC18",8.57315850086717e-180,-0.357536038593163,0.037,0.143,2.23647985812122e-175
"EEFSEC",8.98269719010526e-180,-0.59814602485361,0.066,0.19,2.34331621598276e-175
"MAP2K5",1.61093292239441e-179,-0.660807659924163,0.072,0.199,4.20244071465029e-175
"CRIM1",1.6133944603897e-179,-0.312893754688398,0.09,0.229,4.20886212881861e-175
"ZNF629",1.77845530013747e-179,-0.302512926614945,0.036,0.141,4.63945634146863e-175
"SLC25A5",2.85986533277412e-179,0.481774841491311,0.131,0.308,7.46053069360785e-175
"YIF1B",4.20935734518219e-179,0.415799867803924,0.09,0.238,1.09809505063768e-174
"MPHOSPH6",6.5958661908982e-179,-0.469402762587704,0.051,0.165,1.72066361321961e-174
"NDUFS4",9.15086326750265e-179,0.398236976876411,0.162,0.349,2.38718570059342e-174
"GNG3",1.01497977395275e-178,0.295629098645148,0.236,0.488,2.64777773631053e-174
"MALAT1",1.18644641275873e-178,-0.35712662227639,1,1,3.09508275696371e-174
"HOMER1",1.28030218715382e-178,-0.293684092526581,0.096,0.236,3.33992431562816e-174
"ATP9B",1.41490332543437e-178,-0.747635932288953,0.09,0.224,3.69105830506063e-174
"FAM92A",1.96579080323734e-178,0.25232924989782,0.105,0.257,5.12815846840526e-174
"TOX2",1.99405118966026e-178,-0.352310598892092,0.055,0.174,5.20188133846671e-174
"PFDN4",2.24066320716425e-178,0.448039710952084,0.108,0.267,5.84521810852937e-174
"NRDC",2.38253328429014e-178,0.31404866523893,0.215,0.432,6.21531457872769e-174
"ATP6V1F",3.30214547214624e-178,0.347930460196802,0.248,0.507,8.6143068931879e-174
"VANGL2",4.8556237267709e-178,0.265438691865479,0.097,0.247,1.26668656160272e-173
"ID1",4.94158573990776e-178,4.17314176596978,0.12,0.023,1.28911147196974e-173
"DTNBP1",4.97203923711112e-178,-0.282760953823134,0.056,0.175,1.29705587578518e-173
"MRPS34",5.28910611798279e-178,0.361082612827223,0.121,0.286,1.37976911299817e-173
"SHPRH",8.13742809743051e-178,-0.708167445036382,0.069,0.193,2.1228108677767e-173
"PXMP2",9.86459336159076e-178,-0.466426668556845,0.025,0.119,2.57337647023818e-173
"CALCOCO1",1.08765507139532e-177,-1.1275134134349,0.034,0.135,2.83736578474897e-173
"TTC9",1.35725510857632e-177,-0.354982818860514,0.047,0.16,3.54067140174304e-173
"SCD",1.49294240739514e-177,0.298314179507725,0.264,0.526,3.89463885817169e-173
"RNF34",1.71265222921922e-177,-0.49472455055926,0.045,0.156,4.46779587036418e-173
"TRNAU1AP",1.75482295654365e-177,-0.303672965726078,0.071,0.197,4.57780664673542e-173
"FARP1",1.89726156891027e-177,0.289819126490861,0.28,0.552,4.94938625481622e-173
"MRPS18B",3.4623132191798e-177,0.292530990589714,0.076,0.214,9.03213649487434e-173
"CYHR1",6.3882434934632e-177,-0.447335284169306,0.031,0.131,1.66650108013974e-172
"CYC1",6.56116511327818e-177,0.491246796026516,0.133,0.309,1.71161114310088e-172
"TUBB2B",6.56326756086021e-177,-0.343505111046343,0.816,0.961,1.7121596086016e-172
"TMED10",7.87412802470828e-177,0.417602127060376,0.198,0.412,2.05412377780565e-172
"ANO5",9.78978075350539e-177,-0.257934304356711,0.115,0.264,2.55386010516695e-172
"KRIT1",1.85504847570091e-176,-0.560712752583492,0.059,0.177,4.83926495856096e-172
"GPC1",2.51549344931878e-176,-0.259194462499602,0.059,0.178,6.56216776123789e-172
"ULK3",2.94124634352794e-176,-0.922711662860378,0.039,0.142,7.67282933636133e-172
"EIF3M",3.18829548734983e-176,0.430158892086524,0.162,0.347,8.31730643784951e-172
"RNF181",3.51596267720038e-176,0.436078815688863,0.096,0.246,9.17209183601263e-172
"HUNK",3.71814148370364e-176,-0.429790707987769,0.07,0.196,9.69951568853768e-172
"TANK",4.89125060341471e-176,-0.42985497801219,0.063,0.185,1.2759805449128e-171
"RSRC1",7.14974631801866e-176,-0.472357048664089,0.066,0.189,1.86515432198153e-171
"SNU13",7.69079283608824e-176,0.378550853781737,0.225,0.46,2.00629712715034e-171
"POP5",8.26585439501691e-176,-0.500043268862916,0.029,0.126,2.15631343602806e-171
"ZBTB8OS",1.12818441424327e-175,-0.574426798286419,0.071,0.195,2.94309468143641e-171
"ARHGAP35",1.19536290768057e-175,0.279071029608229,0.21,0.421,3.11834321726629e-171
"DHX57",1.38954437678353e-175,-0.682579496741372,0.048,0.158,3.6249044157152e-171
"KIF5B",2.16068718276261e-175,0.428844920131145,0.209,0.424,5.63658465367282e-171
"SEPTIN7",2.2873940971728e-175,0.318167485445597,0.337,0.641,5.96712498129468e-171
"RETREG2",2.29379000686164e-175,0.42795532392231,0.137,0.311,5.98380999089997e-171
"EPB41L1",4.10136356262432e-175,0.33585419135885,0.268,0.521,1.06992271258181e-170
