"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ASL",2.82943511955617e-128,-0.306189235753673,0.058,0.155,7.38114739638618e-124
"SPG11",3.0615262065925e-128,-0.300987165574109,0.085,0.194,7.98660341513786e-124
"ATRAID",4.12572740534764e-128,0.487869766707281,0.054,0.153,1.07627850823304e-123
"ADSS",4.30411938362697e-128,0.292566601216761,0.082,0.195,1.12281562360677e-123
"CTPS1",4.74097920182155e-128,-0.276518691082268,0.044,0.133,1.23677924437919e-123
"ARL6",5.30492060181685e-128,-0.384639447578531,0.054,0.149,1.38389463739596e-123
"TMEM170B",5.82983847792914e-128,0.310114450469053,0.121,0.253,1.52082996373737e-123
"SPEF2",7.29800514998005e-128,-0.898013506315243,0.029,0.106,1.9038306034753e-123
"GPR19",7.49588434425968e-128,-0.445666321043791,0.052,0.144,1.95545134888702e-123
"ACTG1",7.97458674476449e-128,0.315448063094039,0.98,0.987,2.08033044410671e-123
"TMEM178A",8.96224177393887e-128,-0.472550986100152,0.043,0.13,2.33798001156743e-123
"TMSB15B",1.30189623739938e-127,-0.510540509793979,0.042,0.128,3.39625671450376e-123
"SRD5A1",1.38653518822438e-127,0.293585508095326,0.08,0.191,3.61705434552094e-123
"ARIH1",1.60992956285776e-127,0.419258261307286,0.254,0.485,4.19982325062705e-123
"ZNF493",1.90919512115608e-127,-0.629973196680088,0.063,0.16,4.98051731255988e-123
"SLC44A2",1.91663124973091e-127,-0.280781022212348,0.058,0.155,4.99991594117303e-123
"PEX2",2.13769703616963e-127,-0.510202552456978,0.033,0.113,5.57661025825572e-123
"DACT3",3.14699593539129e-127,0.283015987710784,0.087,0.201,8.20956829665527e-123
"UBAC2",3.20215551159179e-127,-0.412540171397959,0.07,0.172,8.3534630830895e-123
"TFAM",3.41966659588435e-127,0.394586120408131,0.096,0.217,8.92088424868351e-123
"BMPR2",3.86268029559741e-127,0.415648592529269,0.274,0.522,1.0076574087125e-122
"OTUD7A",3.90382436653855e-127,-0.367815546016524,0.105,0.225,1.01839066249891e-122
"PEX11B",4.02657254364247e-127,-0.374950382462331,0.027,0.103,1.05041197946001e-122
"FAM168A",5.40056328772278e-127,0.293437826849766,0.21,0.396,1.40884494486824e-122
"AL445123.2",6.14834547148757e-127,-1.60160458354068,0.031,0.108,1.60391888314696e-122
"LINC01184",7.29558072777037e-127,-0.359432828164423,0.052,0.145,1.90319814445346e-122
"MRPL18",8.29245984619231e-127,0.476668213877654,0.064,0.167,2.16325400007619e-122
"DYNLL2",1.00258567849537e-126,0.473631756812054,0.28,0.522,2.61544525949086e-122
"EIF3E",1.06935074436892e-126,0.511840875974692,0.149,0.298,2.7896152868352e-122
"DELE1",1.55234926608138e-126,-0.275405828881584,0.069,0.17,4.0496135304265e-122
"RAB5B",1.59852959927596e-126,0.497390133829956,0.143,0.289,4.17008416563119e-122
"DBNDD1",1.67562244815989e-126,0.579019429284482,0.082,0.198,4.37119628051471e-122
"WASHC3",1.7869866690286e-126,0.265195681462321,0.042,0.131,4.66171212349492e-122
"CCDC25",3.44754859847104e-126,0.280851662416922,0.052,0.147,8.9936200288314e-122
"JAK2",3.90631106700486e-126,-0.25298507787321,0.1,0.215,1.01903936804956e-121
"IFT57",4.62886378649762e-126,0.420435489167039,0.089,0.205,1.20753169598363e-121
"TIMM17A",5.56331560780507e-126,0.545199631985513,0.106,0.232,1.45130214260811e-121
"AL590705.1",6.53414497337082e-126,-0.385803295482501,0.05,0.141,1.70456239920325e-121
"LINC01456",6.76983531651993e-126,-0.795395585293532,0.048,0.137,1.76604693902055e-121
"KAT8",1.00486762460718e-125,0.44222860352042,0.089,0.207,2.62139817231276e-121
"GALNT18",1.27566250898742e-125,-0.909536849232818,0.041,0.125,3.32782078719548e-121
"NABP2",1.29077713429291e-125,0.339207604238646,0.054,0.151,3.36725031022991e-121
"GPCPD1",1.41012525663768e-125,0.255512525545472,0.18,0.341,3.67859375699072e-121
"BOD1",1.46317531043045e-125,0.536027072722435,0.096,0.217,3.81698543231991e-121
"CDK19",1.46710956533298e-125,-0.408745877543521,0.061,0.158,3.82724872308415e-121
"LDAH",1.50105369128605e-125,-0.42371371359752,0.073,0.175,3.91579876445791e-121
"RPS19BP1",1.59981114432753e-125,0.694464662208711,0.118,0.255,4.17342733220724e-121
"NRBP2",1.64115994769557e-125,-0.890637693480162,0.046,0.132,4.28129395555344e-121
"ZBED9",2.28475432170279e-125,-0.440462544692602,0.036,0.118,5.96023859902607e-121
"PCMTD1",2.34180674393271e-125,0.264396303890945,0.165,0.317,6.10907125289727e-121
"MRPL17",2.56149979606746e-125,0.407952291440721,0.055,0.152,6.68218451800119e-121
"MCF2L2",2.59238031494933e-125,-0.362333748894048,0.094,0.207,6.76274252760831e-121
"PPP1R12B",2.81312976359589e-125,-0.291665183903818,0.099,0.213,7.3386116142926e-121
"ERCC5",3.12799537246151e-125,-0.25990026933836,0.055,0.149,8.16000152814034e-121
"ING1",3.4701188009882e-125,-0.298886688225833,0.031,0.109,9.05249891613792e-121
"KRBA2",3.76529726161154e-125,-0.593031570617569,0.035,0.115,9.82253096636603e-121
"DCAF12",5.38053683582927e-125,0.281715250350252,0.077,0.186,1.40362064436278e-120
"AC011346.1",5.94325121657231e-125,-0.972383368797019,0.03,0.107,1.55041594486722e-120
"GNAI3",7.78642849845918e-125,0.452815643076519,0.153,0.302,2.03124560239305e-120
"UBLCP1",8.9272578206061e-125,0.250312276199288,0.076,0.184,2.32885374766151e-120
"SREBF2",1.38434690604004e-124,0.398222510527333,0.29,0.535,3.61134577378664e-120
"LINC00476",1.60067312194762e-124,-0.609093652316899,0.037,0.118,4.17567597322475e-120
"ARMC2",1.76303537092794e-124,-0.59106503181614,0.054,0.146,4.59923037213971e-120
"GET3",1.78411140074727e-124,0.374802651836867,0.053,0.149,4.6542114111294e-120
"EIF2S1",2.23117428230877e-124,0.305234675852116,0.085,0.198,5.8204643502589e-120
"FRG1",2.48318097642761e-124,0.266613116196117,0.054,0.149,6.4778742132067e-120
"ZBTB41",2.68099835924143e-124,0.259698433384605,0.074,0.182,6.99392041975313e-120
"ST8SIA1",3.72071911068106e-124,-0.479284296010238,0.049,0.138,9.70623994403368e-120
"TMEM135",3.87601438695782e-124,-0.669179229852295,0.065,0.162,1.01113587312569e-119
"FAM169A",6.02490870527926e-124,0.250023707846175,0.119,0.247,1.5717179339462e-119
"TFDP2",6.27182344562676e-124,-0.620192928329906,0.038,0.12,1.63613058226065e-119
"SGCB",6.28590286011514e-124,0.277281690842004,0.078,0.186,1.63980347911824e-119
"MED29",6.72193267146689e-124,0.505116953480985,0.079,0.191,1.75355057600557e-119
"MECP2",7.7371743639593e-124,0.264283796248187,0.117,0.243,2.01839667632606e-119
"COG5",8.4904018388801e-124,-0.254595048593226,0.105,0.222,2.21489112770865e-119
"MIR3936HG",9.46057077774348e-124,-0.464870678207093,0.058,0.152,2.46797909878994e-119
"AC097376.3",1.05557079237585e-123,-0.496913882974427,0.057,0.151,2.75366752607087e-119
"LARP1",1.09671773507762e-123,0.550472992741437,0.238,0.436,2.86100755549698e-119
"CPNE8",1.21299144731325e-123,-0.708122567862258,0.037,0.118,3.16433078860607e-119
"EIF2AK1",1.25433971681284e-123,0.544140140699578,0.146,0.29,3.27219601924965e-119
"MKRN1",1.47828210459913e-123,0.585330287764312,0.171,0.335,3.85639452626775e-119
"OPHN1",1.55210886843295e-123,-0.604298955845599,0.061,0.155,4.04898640508105e-119
"PSMA3-AS1",1.95725148632406e-123,-0.568373783632637,0.034,0.114,5.10588195237358e-119
"LRSAM1",2.49659310596236e-123,-0.512136516635798,0.052,0.142,6.51286243552402e-119
"MAB21L2",3.5072968971835e-123,-0.462944373207255,0.028,0.104,9.1494854156826e-119
"ERV3-1",6.16858056550996e-123,-0.889087183070855,0.042,0.125,1.60919761212458e-118
"KIAA0825",7.49202749452262e-123,-0.543792048888491,0.061,0.157,1.95444521249612e-118
"PSMD12",7.66359306228497e-123,0.608201180065486,0.172,0.332,1.99920152215828e-118
"ENOX2",7.67179927496647e-123,-0.496269560328989,0.046,0.132,2.0013422768605e-118
"OSGEP",7.98153983293363e-123,-0.631273459644885,0.075,0.175,2.0821442962174e-118
"ADGRL1",9.11239134076511e-123,0.335873319860504,0.13,0.263,2.3771495290654e-118
"MRPS23",1.14486843447694e-122,0.665877875870102,0.09,0.208,2.98661828502e-118
"EBNA1BP2",1.18270236770266e-122,0.60147483986378,0.077,0.189,3.08531566662592e-118
"TXN2",1.26744196349079e-122,0.484586950124102,0.069,0.175,3.30637585015843e-118
"HDAC3",1.30293469427767e-122,-0.277092415846592,0.066,0.164,3.39896573696215e-118
"ZNF891",1.45550956359644e-122,-0.790750469640108,0.045,0.13,3.79698779855403e-118
"TIAL1",1.55790817401611e-122,0.418752434134923,0.148,0.29,4.06411505355583e-118
"ZNF358",1.70808131686739e-122,0.551063091538917,0.077,0.187,4.45587173131195e-118
"ZNF345",1.79619481472148e-122,-0.815344383081566,0.047,0.134,4.68573341316393e-118
"NR2F6",1.81336947836811e-122,0.46092958063494,0.076,0.185,4.73053695821888e-118
"UBE2F",1.83304455041332e-122,0.32571170996894,0.107,0.228,4.78186331866322e-118
"RALBP1",2.17786426162487e-122,0.371853162087501,0.088,0.201,5.68139449930079e-118
"RBL2",2.245170255109e-122,-0.34101194783924,0.074,0.175,5.85697564450284e-118
"HSPA1B",2.45357633653155e-122,0.556285609844535,0.075,0.185,6.40064458910986e-118
"MRPL21",2.5444372453633e-122,0.631174403776016,0.106,0.232,6.63767344197923e-118
"BRI3",2.58088875681084e-122,0.580502096306277,0.239,0.443,6.73276449989243e-118
"DDX3X",2.77459344814078e-122,0.489093991300961,0.257,0.471,7.23808192816486e-118
"NFXL1",3.20324196092982e-122,-0.420955407970233,0.064,0.16,8.35629730347761e-118
"USP25",3.8754516518063e-122,-0.469561923526531,0.063,0.158,1.01098907240671e-117
"LGALSL",4.06927719681236e-122,0.49463522759426,0.086,0.202,1.06155234233244e-117
"C5orf51",4.85725312037537e-122,0.325864068561062,0.09,0.204,1.26711162151232e-117
"EEF2",4.94644042842949e-122,0.671172091398364,0.737,0.845,1.2903779145644e-117
"MRPS27",4.94669572116549e-122,-0.410651992026848,0.039,0.121,1.29044451278044e-117
"HSD17B10",5.59265407301276e-122,0.26184658807174,0.035,0.117,1.45895566802684e-117
"OXA1L",6.24845208133469e-122,0.526020438274443,0.111,0.239,1.63003369445778e-117
"DERL1",7.62464752541671e-122,0.256527278976951,0.068,0.171,1.98904179995546e-117
"IGF2BP3",1.18759285504059e-121,-0.51407469920409,0.051,0.141,3.0980734809444e-117
"GRIN3A",1.20239182607736e-121,-0.647588822496328,0.036,0.116,3.13667955668802e-117
"CPSF4",1.71253735617534e-121,-0.664314192370566,0.028,0.102,4.46749620105461e-117
"RESF1",1.74174493413529e-121,-0.252926058278273,0.067,0.165,4.54369000967874e-117
"GALT",2.13911699102817e-121,-0.274569049193763,0.054,0.145,5.5803144944952e-117
"GPI",2.2794586163766e-121,0.436778804755519,0.305,0.551,5.94642369254164e-117
"TMEM208",2.33708937297297e-121,0.540331930769805,0.087,0.201,6.09676504727458e-117
"TRIM37",3.06975866862544e-121,0.327877460634032,0.117,0.241,8.00807943884318e-117
"EBLN3P",3.73937225410015e-121,0.42192590583969,0.068,0.171,9.75490039927107e-117
"FEM1B",5.15606912372183e-121,0.561206994320352,0.191,0.363,1.34506375230531e-116
"GOLGA7",5.61049876541727e-121,0.618323708557967,0.144,0.289,1.4636108129344e-116
"EML5",5.82381221620856e-121,-0.805626659229588,0.054,0.143,1.51925789284233e-116
"LDHA",6.59586680247514e-121,0.6698395890107,0.161,0.322,1.72066377276169e-116
"DIPK2A",7.93411753872367e-121,-0.623539687306963,0.053,0.143,2.06977324232685e-116
"ZNF189",8.60812988434225e-121,-0.435644689190967,0.051,0.14,2.24560284292836e-116
"NOP56",8.69643265567984e-121,0.514173891244526,0.143,0.285,2.2686383868872e-116
"GK5",9.66503859784024e-121,-0.609886112929132,0.055,0.145,2.52131861901858e-116
"LRIF1",1.04944843445003e-120,0.341450213882016,0.069,0.17,2.7376961309498e-116
"BLOC1S2",1.12499081154343e-120,0.603914819070329,0.149,0.297,2.93476353007333e-116
"NOL4L",1.37064133436727e-120,0.455737965529785,0.134,0.27,3.5755920489639e-116
"PTCHD4",1.45762492158073e-120,-0.587535590627364,0.053,0.142,3.80250613292765e-116
"GALNT11",1.85738826885475e-120,0.267367315085808,0.132,0.264,4.84536877696139e-116
"BAX",1.93346887066404e-120,0.558001582909744,0.066,0.17,5.04384024290127e-116
"ASB8",2.73251380806271e-120,0.406256947116281,0.082,0.191,7.12830877109319e-116
"PCIF1",3.51432098100532e-120,0.294319669036151,0.061,0.159,9.16780914314857e-116
"ERGIC1",3.98960191895743e-120,0.328821693436613,0.115,0.239,1.04076745259843e-115
"FOXRED1",4.42406829395364e-120,-0.516282791622006,0.045,0.129,1.15410669584369e-115
"SPATA33",5.52429351450798e-120,-0.330708839132464,0.069,0.166,1.4411224491297e-115
"CCP110",6.2093603558897e-120,0.325315897949075,0.12,0.246,1.61983583604095e-115
"PRMT7",6.37475330461236e-120,-0.556813992585456,0.05,0.138,1.66298189457423e-115
"ZNF593",6.45772940630453e-120,0.346121332069365,0.049,0.139,1.68462787022266e-115
"VPS37D",7.61071214267444e-120,0.341174592682612,0.066,0.167,1.98540647665948e-115
"EZH2",8.86602426526898e-120,-0.391488073417294,0.06,0.152,2.31287975008072e-115
"CDC14B",1.41066393906479e-119,-0.255991574507808,0.104,0.217,3.67999901783831e-115
"C11orf68",1.47333249403344e-119,0.294182004045753,0.04,0.124,3.84348247718504e-115
"LDLRAD3",1.71948282469698e-119,-0.370217218768522,0.056,0.148,4.48561484478701e-115
"OPA1",2.44800482924338e-119,0.414524406811866,0.193,0.358,6.3861101980472e-115
"RNF41",3.07999316091768e-119,0.321106501962981,0.066,0.167,8.03477815888596e-115
"CDC34",4.38587480666493e-119,0.695483916652338,0.139,0.286,1.14414316081468e-114
"MICAL1",4.39266270907296e-119,-0.540486786699909,0.052,0.14,1.14591392091586e-114
"HSPA9",4.65224357873612e-119,0.558263828027896,0.221,0.409,1.21363078238489e-114
"TRDMT1",4.70443138023436e-119,-0.654046358667464,0.04,0.12,1.22724501416174e-114
"AC019205.1",5.1416420838051e-119,-0.510915092080048,0.048,0.134,1.34130017040224e-114
"TP53I11",5.19537196864316e-119,0.495284154116345,0.101,0.221,1.35531668545994e-114
"NCKAP1",5.4056244475168e-119,0.491282612440941,0.256,0.464,1.41016524962371e-114
"REV3L",7.35191032213032e-119,0.503670851492465,0.26,0.488,1.91789284573414e-114
"ARHGEF11",8.08947738674168e-119,-0.481125553591757,0.073,0.172,2.1103019658793e-114
"DVL3",8.16113828911346e-119,0.492586289202797,0.112,0.236,2.12899614548103e-114
"NAT9",9.89455826411395e-119,-0.906508195792258,0.034,0.111,2.5811934143594e-114
"PDZD7",1.20397866045783e-118,-0.610640670741781,0.045,0.128,3.14081913153635e-114
"CCDC91",1.24901057266042e-118,-0.36096651717592,0.061,0.155,3.25829388089923e-114
"FANCC",1.61257549128913e-118,-0.70010547893643,0.052,0.14,4.20672568412596e-114
"ARHGAP5",1.7336490823109e-118,0.497594005999403,0.222,0.407,4.52257036102445e-114
"RBM26",1.81184177171775e-118,0.385202811927492,0.176,0.329,4.72655162988009e-114
"PCAT6",2.48698688159327e-118,0.490583865851302,0.046,0.134,6.48780267801237e-114
"USP4",2.79111220948049e-118,-0.26371040732591,0.079,0.18,7.28117442087175e-114
"PTPRF",2.8938490674214e-118,0.321976854703226,0.101,0.217,7.5491840621822e-114
"GOLGA4",3.51287494887281e-118,0.339779451378653,0.167,0.318,9.16403687912451e-114
"CARMIL2",3.82760609692472e-118,0.435038327017959,0.075,0.18,9.98507602504752e-114
"SMNDC1",3.86758410403577e-118,0.452468389146379,0.112,0.236,1.00893666521981e-113
"CTDSPL",4.41861658393188e-118,-0.543606119097007,0.067,0.162,1.15268450825031e-113
"VLDLR",4.72014097560716e-118,-0.437934712988611,0.033,0.109,1.23134317630664e-113
"TSN",5.19520506202076e-118,0.460395287587027,0.104,0.223,1.35527314452936e-113
"MRPL54",7.35244001472978e-118,0.523695611970168,0.055,0.15,1.91803102664256e-113
"FANCL",7.7055764141683e-118,-0.366380799960032,0.048,0.134,2.01015371916408e-113
"WDR70",9.19645768518123e-118,-0.381504204485107,0.095,0.203,2.39907991633323e-113
"ICK",1.73134155001164e-117,-0.406835950347851,0.028,0.101,4.51655070151536e-113
"KLF3-AS1",1.99630710630752e-117,-0.795842867349086,0.036,0.113,5.20776634822444e-113
"LRRIQ1",2.19113644698245e-117,-0.935993623781128,0.031,0.106,5.71601764924311e-113
"PACC1",2.73311901697265e-117,-0.301657974882563,0.037,0.116,7.12988757957655e-113
"ADIPOR1",2.79012696995384e-117,0.470521002202378,0.096,0.213,7.27860422651858e-113
"PRDX6",3.68337223169322e-117,0.642641913622712,0.153,0.304,9.60881314081811e-113
"DGKH",3.74963891425525e-117,-0.358732587710293,0.069,0.165,9.78168303561767e-113
"SLC35A5",5.09489810531798e-117,-0.412127608683756,0.032,0.108,1.3291060687343e-112
"TARDBP",5.10503421360391e-117,0.299911963383675,0.129,0.259,1.33175027530285e-112
"ZNF503",5.29269228846443e-117,-0.474446738709286,0.033,0.11,1.38070463729172e-112
"NTRK2",5.83018930973756e-117,-0.313918868463557,0.067,0.163,1.52092148523124e-112
"GEMIN5",6.02638143005588e-117,-0.453148106868901,0.034,0.111,1.57210212365868e-112
"GDAP1L1",7.24456258266877e-117,0.566502978688302,0.262,0.482,1.8898890409408e-112
"SRP54",7.47022152676915e-117,0.391937087700044,0.138,0.272,1.94875668968827e-112
"NAA40",9.37285554368655e-117,-0.471449618032119,0.036,0.114,2.44509682568151e-112
"MRPL42",9.78297379069895e-117,0.445546923351472,0.13,0.26,2.55208437277963e-112
"AIP",9.79306537540115e-117,0.498618265588335,0.054,0.146,2.5547169644809e-112
"RAD23B",1.03563164750824e-116,0.574389380796729,0.249,0.45,2.70165227885473e-112
"SNHG7",1.30400068643709e-116,0.472233005455389,0.109,0.231,3.40174659070844e-112
"MMS19",1.6981151644308e-116,-0.257623425480116,0.064,0.158,4.42987302945064e-112
"RBMX2",1.71306504383275e-116,0.297762558616704,0.071,0.171,4.46887277984651e-112
"PAAF1",2.10897110985553e-116,-0.348824869130549,0.047,0.131,5.50167293428012e-112
"GOLGA1",2.9736243005099e-116,-0.624795943491863,0.042,0.122,7.75729371274018e-112
"SLC52A2",3.00346628223876e-116,0.257291194636478,0.041,0.124,7.83514249047625e-112
"NKAIN1",3.76283326743014e-116,0.571614284369787,0.171,0.326,9.81610314474502e-112
"LAS1L",3.92508485628474e-116,-0.581949104775852,0.051,0.136,1.023936886459e-111
"CDON",4.15617152814159e-116,-0.476368646774656,0.073,0.17,1.0842204665463e-111
"SUMO3",5.6112132689403e-116,0.769260429070689,0.152,0.305,1.46379720546846e-111
"MB21D2",6.47837119108535e-116,-0.63945411076882,0.045,0.128,1.69001269261844e-111
"MCCC1",9.43484181945865e-116,-0.948907313777469,0.038,0.115,2.46126718544218e-111
"UBQLN4",9.70158180264284e-116,0.348340860235301,0.073,0.174,2.53085164485544e-111
"CAPS2",1.0152613719878e-115,-0.642196470361224,0.04,0.12,2.64851234110457e-111
"API5",1.19540431949284e-115,0.30165340926324,0.126,0.252,3.11845124826098e-111
"EVI5",1.66268834249796e-115,-0.255949517610151,0.082,0.185,4.33745507907443e-111
"ZNF337",1.9060521073676e-115,-0.264806218278071,0.074,0.172,4.97231813248985e-111
"C16orf87",1.98951538606699e-115,0.495535152802857,0.098,0.212,5.19004878763297e-111
"HMGA1",2.1953133411073e-115,0.665441671163141,0.201,0.386,5.72691391294661e-111
"SUZ12",2.23967830285211e-115,0.254524771974621,0.106,0.223,5.84264878865029e-111
"NME1",2.69219602503339e-115,0.592609661336601,0.24,0.443,7.0231317705046e-111
"C15orf40",2.72517867139504e-115,-0.294734121599123,0.046,0.129,7.10917360006825e-111
"TMEM131L",3.34326851128011e-115,-0.679090182987199,0.046,0.129,8.72158456537642e-111
"RFPL2",3.59465955079949e-115,-0.282533343645023,0.032,0.106,9.37738837017064e-111
"ZNF786",3.76218574402089e-115,-0.552390491896559,0.039,0.118,9.8144139504273e-111
"SGTA",6.05247274112033e-115,0.489591636485471,0.109,0.23,1.57890856397606e-110
"PAPOLA",1.01594292345119e-114,0.57805143738206,0.245,0.443,2.65029030440712e-110
"TNRC18",1.11592291549435e-114,-0.2914416651258,0.078,0.178,2.91110810965011e-110
"TPST1",1.34242910686748e-114,0.482603948194668,0.207,0.389,3.50199481108519e-110
"PANK3",1.35485785662272e-114,0.531495627235703,0.224,0.405,3.5344176905717e-110
"KCNQ2",1.51171512646141e-114,0.318717401315581,0.102,0.216,3.94361125039988e-110
"CRK",1.60881048364235e-114,0.39609601380529,0.124,0.25,4.1969039086778e-110
"RPS17",1.67884488715578e-114,0.635163945006608,0.222,0.422,4.37960265712327e-110
"RNF2",2.0928339723954e-114,0.310782853390452,0.099,0.212,5.45957598378788e-110
"ATMIN",2.30822589633121e-114,0.317973098394357,0.087,0.195,6.02146889575922e-110
"EXD3",2.48184832285679e-114,-0.673050033796345,0.041,0.12,6.47439771983652e-110
"URGCP",2.69453925209003e-114,-0.326450609335121,0.059,0.149,7.02924454692727e-110
"BCLAF3",3.14381344446e-114,-0.320948996111258,0.071,0.166,8.20126613256282e-110
"Z83843.1",4.04487691632949e-114,-0.731091216540713,0.065,0.156,1.05518704116287e-109
"KAT2B",4.21112640706074e-114,-0.67985092307428,0.059,0.147,1.09855654580993e-109
"ZCCHC3",4.72792332766747e-114,0.269985886483843,0.044,0.128,1.23337335848861e-109
"ZNF451",5.41539998026415e-114,0.354804494057382,0.153,0.293,1.41271539285151e-109
"IRAK1BP1",5.48534587457507e-114,-0.527521647892434,0.062,0.153,1.4309621783004e-109
"KIF9-AS1",5.9441266132805e-114,-0.392900751904763,0.074,0.17,1.55064430960648e-109
"RNF11",5.98631581640888e-114,0.612999281637197,0.262,0.473,1.56165020702658e-109
"ZNF622",7.20784637786404e-114,0.441089802099984,0.082,0.189,1.88031088459339e-109
"GTF2A1",7.64644167644682e-114,0.441872554330022,0.079,0.185,1.99472724013468e-109
"CREBBP",7.96757088762117e-114,0.26087470645805,0.135,0.263,2.07850021745374e-109
"MPRIP",9.49877889844624e-114,0.314475224956844,0.158,0.297,2.47794645123767e-109
"AC090204.1",9.75674770194561e-114,-0.646104383258342,0.031,0.105,2.54524277300655e-109
"MDH2",1.10659696485935e-113,0.593953699609152,0.262,0.486,2.88677950222859e-109
"MIA2",1.15754463736778e-113,-0.483161992415667,0.044,0.125,3.01968669550133e-109
"CCDC7",1.51341929631643e-113,-0.854075249369655,0.034,0.109,3.94805691830067e-109
"MCPH1-AS1",1.60756882091334e-113,-0.533534765819416,0.033,0.108,4.19366478311664e-109
"SLC24A2",2.55652237454746e-113,-0.920045359173731,0.049,0.133,6.66919991848197e-109
"ABCD4",4.74779610468988e-113,-0.507550528083559,0.06,0.149,1.23855756983045e-108
"TBC1D30",4.7696624357697e-113,-0.423646286667001,0.039,0.117,1.24426183961924e-108
"ZSCAN16",5.1388458776183e-113,-0.428174903323539,0.032,0.105,1.34057072409428e-108
"COL6A1",7.08281257492029e-113,0.49961137524647,0.125,0.254,1.84769331641946e-108
"VLDLR-AS1",7.08589896747247e-113,-0.61006967422285,0.036,0.112,1.84849846364454e-108
"ZNF354A",9.24129863112509e-113,-0.274593994110967,0.043,0.123,2.4107775739016e-108
"CCDC126",1.27286059101539e-112,-0.409047834074604,0.046,0.127,3.32051142378185e-108
"RECK",1.27628451473451e-112,-0.349710770603908,0.064,0.155,3.32944341358792e-108
"BUD31",1.50562142745957e-112,0.76514895846703,0.13,0.267,3.92771461781377e-108
"SLC25A40",1.9311867872938e-112,-0.57334831892845,0.031,0.103,5.03788697201333e-108
"REEP2",2.39098777212527e-112,0.597824036812913,0.167,0.318,6.2373698011432e-108
"LMBR1L",2.87658466242089e-112,-0.384426436012107,0.068,0.16,7.50414640885736e-108
"EEF1AKMT1",2.96104813422897e-112,-0.357427723608357,0.032,0.105,7.72448626776311e-108
"MAATS1",2.99709955023157e-112,-0.398431701041954,0.053,0.139,7.81853359668909e-108
"EMD",4.61615613797715e-112,0.656695664082573,0.196,0.371,1.2042166517141e-107
"EIF3F",5.37374976548941e-112,0.693932598141774,0.228,0.423,1.40185010132322e-107
"SNHG6",5.58952099490244e-112,0.665348391776557,0.219,0.413,1.4581383419402e-107
"EML6",5.69864952804607e-112,-0.3766602453499,0.074,0.17,1.48660670238138e-107
"KIAA1191",5.98863262835104e-112,0.522166345077168,0.106,0.225,1.56225459375794e-107
"ELOVL5",6.19378524916193e-112,0.475027473198349,0.162,0.307,1.61577275794887e-107
"BRAT1",7.07677658095978e-112,-0.665694021197082,0.03,0.101,1.84611870667498e-107
"ARMCX5-GPRASP2",7.30775883809627e-112,-0.400867812339084,0.06,0.148,1.90637504809417e-107
"CAMSAP1",7.67522572316619e-112,0.48165252058088,0.203,0.369,2.00223613440236e-107
"IRF2BPL",8.34000317628984e-112,0.674682910947338,0.138,0.277,2.17565662859873e-107
"SYNE2",8.63311185085555e-112,-0.305542764273241,0.051,0.137,2.25211988853269e-107
"ELOVL4",1.22032985020182e-111,0.591707096091674,0.176,0.332,3.18347448022148e-107
"FUNDC2",1.24976238711489e-111,0.718278326129485,0.102,0.222,3.26025513926662e-107
"TRHDE",1.50551666075872e-111,-1.27759138760552,0.029,0.1,3.92744131292126e-107
"PABPC1",1.73415060700209e-111,0.301236847204418,0.36,0.64,4.52387868848636e-107
"TMEM260",2.05731507832625e-111,-0.487587913339042,0.066,0.158,5.36691784482968e-107
"PSMB10",2.20121044265715e-111,0.401498896003948,0.051,0.139,5.74229768175971e-107
"MOGS",2.86439701828076e-111,-0.500413380528837,0.036,0.112,7.47235250158901e-107
"AC009126.1",3.48122533362095e-111,-0.847658604593629,0.03,0.101,9.08147252781696e-107
"PSTK",6.23853951275108e-111,-0.473903401879679,0.032,0.104,1.62744780269137e-106
"CDK4",6.43839625400863e-111,0.320979286144812,0.056,0.146,1.67958443078323e-106
"GPATCH2L",7.24706240631914e-111,0.410443567876698,0.168,0.312,1.89054116993647e-106
"CORO1B",8.54929302634117e-111,0.283141368661378,0.04,0.119,2.23025407178162e-106
"TMEM70",1.07256777871718e-110,0.519562406863013,0.058,0.15,2.79800756433951e-106
"HPCAL1",1.31172115620677e-110,0.498151983730009,0.103,0.22,3.42188698019661e-106
"MED12L",1.60018718805197e-110,-0.440866133969977,0.074,0.169,4.17440831747116e-106
"BORCS7",1.90253004092235e-110,0.286735607978323,0.048,0.132,4.96313011775413e-106
"RPGRIP1L",1.98724870947612e-110,-0.339053395729406,0.063,0.152,5.18413570841034e-106
"PDZD4",2.26982362777954e-110,0.509727202165335,0.105,0.221,5.9212888977885e-106
"CDK2AP2",2.76547821691291e-110,0.334668564236866,0.05,0.136,7.21430302446071e-106
"OGFR",3.19656910515641e-110,-0.423818134570668,0.039,0.116,8.33888982462154e-106
"TMUB1",3.74104729856136e-110,0.392607705797431,0.051,0.139,9.75927008775702e-106
"ZNF382",3.8364249236552e-110,-0.868339009228909,0.031,0.102,1.00080816983393e-105
"E2F4",5.53940443915641e-110,-0.267611546759413,0.041,0.119,1.44506443604273e-105
"PCDHGB6",6.17696809116601e-110,-0.276034462131693,0.045,0.126,1.61138566594248e-105
"SERPINE2",6.20370963204453e-110,0.478938674222033,0.105,0.222,1.61836173171146e-105
"ZNF133",6.29265756534091e-110,-0.574619815392427,0.047,0.128,1.64156557907048e-105
